id,sender,receiver,date,subject,body,label
synthetic_35,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_36,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_37,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_38,internal@company.com,user@company.com,2026-03-02,Quick note,hey Thanks for the update.,0
synthetic_39,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_40,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can you send me the doc?,0
synthetic_41,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_42,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_43,internal@company.com,user@company.com,2026-03-02,Quick note,hi there See you later.,0
synthetic_44,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_45,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_46,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_47,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_48,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_49,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_50,internal@company.com,user@company.com,2026-03-02,Quick note,"hi there Got it, thanks!",0
synthetic_51,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_52,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_53,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_54,internal@company.com,user@company.com,2026-03-02,Quick note,hi there See you later.,0
synthetic_55,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_56,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_57,internal@company.com,user@company.com,2026-03-02,Quick note,hello See you later.,0
synthetic_58,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_59,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_60,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_61,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_62,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_63,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_64,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_65,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_66,internal@company.com,user@company.com,2026-03-02,Quick note,"yo Got it, thanks!",0
synthetic_67,internal@company.com,user@company.com,2026-03-02,Quick note,good morning See you later.,0
synthetic_68,internal@company.com,user@company.com,2026-03-02,Quick note,hello Wait for my signal.,0
synthetic_69,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Thanks for the update.,0
synthetic_70,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_71,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_72,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_73,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_74,internal@company.com,user@company.com,2026-03-02,Quick note,hello Wait for my signal.,0
synthetic_75,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_76,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_77,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_78,internal@company.com,user@company.com,2026-03-02,Quick note,"yo Got it, thanks!",0
synthetic_79,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_80,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Thanks for the update.,0
synthetic_81,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_82,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_83,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_84,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_85,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_86,internal@company.com,user@company.com,2026-03-02,Quick note,yo Rejected.,0
synthetic_87,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_88,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_89,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Approved.,0
synthetic_90,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? See you later.,0
synthetic_91,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_92,internal@company.com,user@company.com,2026-03-02,Quick note,hey Meeting at 5pm in the conference room.,0
synthetic_93,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_94,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_95,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Approved.,0
synthetic_96,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_97,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_98,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_99,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Lunch?,0
synthetic_100,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_101,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Lunch?,0
synthetic_102,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_103,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Rejected.,0
synthetic_104,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_105,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_106,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Approved.,0
synthetic_107,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_108,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_109,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_110,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_111,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_112,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_113,internal@company.com,user@company.com,2026-03-02,Quick note,"how's it going? Got it, thanks!",0
synthetic_114,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can we talk?,0
synthetic_115,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Thanks for the update.,0
synthetic_116,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Are you coming to the meeting?,0
synthetic_117,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Lunch?,0
synthetic_118,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Lunch?,0
synthetic_119,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Are you coming to the meeting?,0
synthetic_120,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_121,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can you send me the doc?,0
synthetic_122,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_123,internal@company.com,user@company.com,2026-03-02,Quick note,hey I'll be there in 10 minutes.,0
synthetic_124,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_125,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_126,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_127,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_128,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_129,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_130,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_131,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_132,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Meeting at 5pm in the conference room.,0
synthetic_133,internal@company.com,user@company.com,2026-03-02,Quick note,yo Approved.,0
synthetic_134,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_135,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_136,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_137,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_138,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
synthetic_139,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_140,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_141,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_142,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_143,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_144,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_145,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can you send me the doc?,0
synthetic_146,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_147,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_148,internal@company.com,user@company.com,2026-03-02,Quick note,yo Approved.,0
synthetic_149,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_150,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Wait for my signal.,0
synthetic_151,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_152,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Are you coming to the meeting?,0
synthetic_153,internal@company.com,user@company.com,2026-03-02,Quick note,"hey Got it, thanks!",0
synthetic_154,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can we talk?,0
synthetic_155,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_156,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_157,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_158,internal@company.com,user@company.com,2026-03-02,Quick note,"hello Got it, thanks!",0
synthetic_159,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Are you coming to the meeting?,0
synthetic_160,internal@company.com,user@company.com,2026-03-02,Quick note,hey Approved.,0
synthetic_161,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_162,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Thanks for the update.,0
synthetic_163,internal@company.com,user@company.com,2026-03-02,Quick note,hello Can you send me the doc?,0
synthetic_164,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_165,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_166,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_167,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_168,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_169,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Wait for my signal.,0
synthetic_170,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_171,internal@company.com,user@company.com,2026-03-02,Quick note,hey Are you coming to the meeting?,0
synthetic_172,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_173,internal@company.com,user@company.com,2026-03-02,Quick note,hey See you later.,0
synthetic_174,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Meeting at 5pm in the conference room.,0
synthetic_175,internal@company.com,user@company.com,2026-03-02,Quick note,"hello Got it, thanks!",0
synthetic_176,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_177,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Rejected.,0
synthetic_178,internal@company.com,user@company.com,2026-03-02,Quick note,"yo Got it, thanks!",0
synthetic_179,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_180,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_181,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_182,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_183,internal@company.com,user@company.com,2026-03-02,Quick note,good morning See you later.,0
synthetic_184,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_185,internal@company.com,user@company.com,2026-03-02,Quick note,yo Approved.,0
synthetic_186,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_187,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_188,internal@company.com,user@company.com,2026-03-02,Quick note,yo Lunch?,0
synthetic_189,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? See you later.,0
synthetic_190,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Approved.,0
synthetic_191,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_192,internal@company.com,user@company.com,2026-03-02,Quick note,hey Rejected.,0
synthetic_193,internal@company.com,user@company.com,2026-03-02,Quick note,hey Wait for my signal.,0
synthetic_194,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_195,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_196,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_197,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_198,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_199,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_200,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Please review this.,0
synthetic_201,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_202,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_203,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Let's catch up later.,0
synthetic_204,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_205,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Wait for my signal.,0
synthetic_206,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_207,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_208,internal@company.com,user@company.com,2026-03-02,Quick note,"hi there Got it, thanks!",0
synthetic_209,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can you send me the doc?,0
synthetic_210,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Wait for my signal.,0
synthetic_211,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_212,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_213,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_214,internal@company.com,user@company.com,2026-03-02,Quick note,yo Lunch?,0
synthetic_215,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_216,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_217,internal@company.com,user@company.com,2026-03-02,Quick note,hello Let's catch up later.,0
synthetic_218,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_219,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_220,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Can you send me the doc?,0
synthetic_221,internal@company.com,user@company.com,2026-03-02,Quick note,yo Meeting at 5pm in the conference room.,0
synthetic_222,internal@company.com,user@company.com,2026-03-02,Quick note,hey Can you send me the doc?,0
synthetic_223,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_224,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_225,internal@company.com,user@company.com,2026-03-02,Quick note,hello Lunch?,0
synthetic_226,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_227,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_228,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can we talk?,0
synthetic_229,internal@company.com,user@company.com,2026-03-02,Quick note,hello Are you coming to the meeting?,0
synthetic_230,internal@company.com,user@company.com,2026-03-02,Quick note,hey Approved.,0
synthetic_231,internal@company.com,user@company.com,2026-03-02,Quick note,yo Thanks for the update.,0
synthetic_232,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Can we talk?,0
synthetic_233,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_234,internal@company.com,user@company.com,2026-03-02,Quick note,hello Please review this.,0
synthetic_235,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_236,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Thanks for the update.,0
synthetic_237,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_238,internal@company.com,user@company.com,2026-03-02,Quick note,hello Wait for my signal.,0
synthetic_239,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Are you coming to the meeting?,0
synthetic_240,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_241,internal@company.com,user@company.com,2026-03-02,Quick note,good morning I'll be there in 10 minutes.,0
synthetic_242,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Can you send me the doc?,0
synthetic_243,internal@company.com,user@company.com,2026-03-02,Quick note,hello Thanks for the update.,0
synthetic_244,internal@company.com,user@company.com,2026-03-02,Quick note,"hi there Got it, thanks!",0
synthetic_245,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Please review this.,0
synthetic_246,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_247,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Approved.,0
synthetic_248,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_249,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_250,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can you send me the doc?,0
synthetic_251,internal@company.com,user@company.com,2026-03-02,Quick note,hello Meeting at 5pm in the conference room.,0
synthetic_252,internal@company.com,user@company.com,2026-03-02,Quick note,yo Rejected.,0
synthetic_253,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Let's catch up later.,0
synthetic_254,internal@company.com,user@company.com,2026-03-02,Quick note,hello Meeting at 5pm in the conference room.,0
synthetic_255,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Are you coming to the meeting?,0
synthetic_256,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Wait for my signal.,0
synthetic_257,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? I'll be there in 10 minutes.,0
synthetic_258,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_259,internal@company.com,user@company.com,2026-03-02,Quick note,"hi there Got it, thanks!",0
synthetic_260,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_261,internal@company.com,user@company.com,2026-03-02,Quick note,hello Rejected.,0
synthetic_262,internal@company.com,user@company.com,2026-03-02,Quick note,"good morning Got it, thanks!",0
synthetic_263,internal@company.com,user@company.com,2026-03-02,Quick note,"yo Got it, thanks!",0
synthetic_264,internal@company.com,user@company.com,2026-03-02,Quick note,"how's it going? Got it, thanks!",0
synthetic_265,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_266,internal@company.com,user@company.com,2026-03-02,Quick note,hi there See you later.,0
synthetic_267,internal@company.com,user@company.com,2026-03-02,Quick note,yo Let's catch up later.,0
synthetic_268,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Please review this.,0
synthetic_269,internal@company.com,user@company.com,2026-03-02,Quick note,hello I'll be there in 10 minutes.,0
synthetic_270,internal@company.com,user@company.com,2026-03-02,Quick note,hi there I'll be there in 10 minutes.,0
synthetic_271,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_272,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Approved.,0
synthetic_273,internal@company.com,user@company.com,2026-03-02,Quick note,hello Approved.,0
synthetic_274,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Please review this.,0
synthetic_275,internal@company.com,user@company.com,2026-03-02,Quick note,hello Meeting at 5pm in the conference room.,0
synthetic_276,internal@company.com,user@company.com,2026-03-02,Quick note,"hey what's up? Got it, thanks!",0
synthetic_277,internal@company.com,user@company.com,2026-03-02,Quick note,hi there Wait for my signal.,0
synthetic_278,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Let's catch up later.,0
synthetic_279,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_280,internal@company.com,user@company.com,2026-03-02,Quick note,"hello Got it, thanks!",0
synthetic_281,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_282,internal@company.com,user@company.com,2026-03-02,Quick note,yo Can we talk?,0
synthetic_283,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? I'll be there in 10 minutes.,0
synthetic_284,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? Let's catch up later.,0
synthetic_285,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Meeting at 5pm in the conference room.,0
synthetic_286,internal@company.com,user@company.com,2026-03-02,Quick note,hey Lunch?,0
synthetic_287,internal@company.com,user@company.com,2026-03-02,Quick note,yo Are you coming to the meeting?,0
synthetic_288,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Rejected.,0
synthetic_289,internal@company.com,user@company.com,2026-03-02,Quick note,yo Lunch?,0
synthetic_290,internal@company.com,user@company.com,2026-03-02,Quick note,hey Meeting at 5pm in the conference room.,0
synthetic_291,internal@company.com,user@company.com,2026-03-02,Quick note,"how's it going? Got it, thanks!",0
synthetic_292,internal@company.com,user@company.com,2026-03-02,Quick note,yo I'll be there in 10 minutes.,0
synthetic_293,internal@company.com,user@company.com,2026-03-02,Quick note,hey Let's catch up later.,0
synthetic_294,internal@company.com,user@company.com,2026-03-02,Quick note,hey Meeting at 5pm in the conference room.,0
synthetic_295,internal@company.com,user@company.com,2026-03-02,Quick note,hey Please review this.,0
synthetic_296,internal@company.com,user@company.com,2026-03-02,Quick note,hey what's up? Thanks for the update.,0
synthetic_297,internal@company.com,user@company.com,2026-03-02,Quick note,good morning Can we talk?,0
synthetic_298,internal@company.com,user@company.com,2026-03-02,Quick note,how's it going? See you later.,0
